Timestamp | System | Type | Color | Rate | Glass | Vantaux | Dimensions | Total Cost
2026-07-31 12:54:04 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 6,000.00 DA
2026-07-31 12:57:12 | Française (فتح عادي) | TPR | أبيض | Rate:6500.0 | Glass:8099.999999999999 | Vantaux: 2 | W:1.5m H:1.2m | Total: 79,600.00 DA
2026-07-31 12:57:17 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 37,800.00 DA
2026-07-31 12:57:28 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.5m H:1.2m | Total: 8,100.00 DA
2026-07-31 12:57:48 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.2m | Total: 6,600.00 DA
2026-07-31 12:57:56 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 6,000.00 DA
2026-07-31 12:58:09 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 6,000.00 DA
2026-07-31 12:58:11 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 7,500.00 DA
2026-07-31 12:58:17 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 12,000.00 DA
2026-07-31 12:58:19 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 13,500.00 DA
2026-07-31 12:58:20 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 10,500.00 DA
2026-07-31 12:58:22 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:4500.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 15,000.00 DA
2026-07-31 12:58:25 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 10,500.00 DA
2026-07-31 12:58:39 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 6,000.00 DA
2026-07-31 12:58:42 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 6,000.00 DA
2026-07-31 12:58:44 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 7,500.00 DA
2026-07-31 13:01:34 | Française (فتح عادي) | TPR | أبيض | Rate:6500.0 | Glass:8099.999999999999 | Vantaux: 2 | W:1.5m H:1.2m | Total: 79,600.00 DA
2026-07-31 13:01:41 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 37,800.00 DA
2026-07-31 13:01:51 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.5m H:1.2m | Total: 8,100.00 DA
2026-07-31 13:02:10 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.2m | Total: 6,600.00 DA
2026-07-31 13:02:14 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 6,000.00 DA
2026-07-31 13:02:19 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 7,500.00 DA
2026-07-31 13:02:26 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 9,000.00 DA
2026-07-31 13:02:29 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 10,500.00 DA
2026-07-31 13:02:31 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 12,000.00 DA
2026-07-31 13:02:34 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 13,500.00 DA
2026-07-31 13:02:36 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 15,000.00 DA
2026-07-31 13:02:37 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 16,500.00 DA
2026-07-31 13:02:39 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 18,000.00 DA
2026-07-31 13:02:42 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 19,500.00 DA
2026-07-31 13:02:45 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.0m H:1.0m | Total: 21,000.00 DA
2026-07-31 13:02:47 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.05m H:1.0m | Total: 21,525.00 DA
2026-07-31 13:02:48 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.1m H:1.0m | Total: 22,050.00 DA
2026-07-31 13:02:49 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.25m H:1.0m | Total: 23,625.00 DA
2026-07-31 13:02:50 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.3m H:1.0m | Total: 24,150.00 DA
2026-07-31 13:02:54 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:1500.0 | Glass:0.0 | Vantaux: 0 | W:1.3m H:1.25m | Total: 26,775.00 DA
2026-07-31 13:05:39 | Française (فتح عادي) | TPR | أبيض | Rate:6500.0 | Glass:8099.999999999999 | Vantaux: 2 | W:1.5m H:1.2m | Total: 79,600.00 DA
2026-07-31 13:05:46 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 37,800.00 DA
2026-07-31 13:05:55 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 62,550.00 DA
2026-07-31 13:05:59 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 75,750.00 DA
2026-07-31 13:06:03 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 82,350.00 DA
2026-07-31 13:06:59 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 82,350.00 DA
2026-07-31 13:07:00 | Fixe خالص (بدون أوراق متحركة) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 0 | W:1.5m H:1.2m | Total: 82,350.00 DA
2026-07-31 14:01:55 | Française (فتح عادي) | TPR | أبيض | Rate:6500.0 | Glass:8099.999999999999 | Vantaux: 2 | W:1.5m H:1.2m | Total: 79,600.00 DA
2026-07-31 14:06:52 | Française (فتح عادي) | TPR | أبيض | Rate:6500.0 | Glass:8099.999999999999 | Vantaux: 2 | W:1.5m H:1.2m | Total: 79,600.00 DA
2026-07-31 14:07:15 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:8099.999999999999 | Vantaux: 2 | W:1.5m H:1.2m | Total: 52,100.00 DA
2026-07-31 14:07:34 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:7762.499999999999 | Vantaux: 2 | W:1.5m H:1.15m | Total: 51,762.50 DA
2026-07-31 14:07:35 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:7425.000000000001 | Vantaux: 2 | W:1.5m H:1.1m | Total: 51,425.00 DA
2026-07-31 14:07:36 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:6075.0 | Vantaux: 2 | W:1.5m H:0.9m | Total: 50,075.00 DA
2026-07-31 14:07:37 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:6412.499999999999 | Vantaux: 2 | W:1.5m H:0.95m | Total: 50,412.50 DA
2026-07-31 14:07:39 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:6750.0 | Vantaux: 2 | W:1.5m H:1.0m | Total: 50,750.00 DA
2026-07-31 14:07:41 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:6525.0 | Vantaux: 2 | W:1.45m H:1.0m | Total: 50,525.00 DA
2026-07-31 14:07:41 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:6300.0 | Vantaux: 2 | W:1.4m H:1.0m | Total: 50,300.00 DA
2026-07-31 14:07:42 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:5625.0 | Vantaux: 2 | W:1.25m H:1.0m | Total: 49,625.00 DA
2026-07-31 14:07:43 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:5400.0 | Vantaux: 2 | W:1.2m H:1.0m | Total: 49,400.00 DA
2026-07-31 14:07:44 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:5175.0 | Vantaux: 2 | W:1.15m H:1.0m | Total: 49,175.00 DA
2026-07-31 14:07:44 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:4950.0 | Vantaux: 2 | W:1.1m H:1.0m | Total: 48,950.00 DA
2026-07-31 14:07:45 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:4725.0 | Vantaux: 2 | W:1.05m H:1.0m | Total: 48,725.00 DA
2026-07-31 14:07:48 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:4500.0 | Vantaux: 2 | W:1.0m H:1.0m | Total: 48,500.00 DA
2026-07-31 14:08:03 | Fixe (ثابت) | TPR | أبيض | Rate:5500.0 | Glass:0.0 | Vantaux: 2 | W:1.0m H:1.0m | Total: 44,000.00 DA
